我,送,你,那,里	C-PN,C-VV,C-PN,M-PN,C-PN
所,以,我,建,议,你,不,论,如,何,离,开,他,远,一,点,比,较,好	C-AD,C-AD,C-PN,C-VV,C-VV,C-PN,C-AD,C-AD,C-AD,C-AD,S-VV,C-VV,C-PN,C-VA,C-AD,C-AD,C-AD,C-AD,C-VA
所,以,我,们,只,好,用,楼,梯,到,四,楼,去	C-AD,C-AD,C-PN,C-PN,C-AD,C-AD,S-P,C-NN,C-NN,C-P,C-NN,C-NN,C-VV
所,以,我,们,只,好,爬,楼,梯,到,四,楼,上,去	C-AD,C-AD,C-PN,C-PN,C-AD,C-AD,C-VV,C-NN,C-NN,C-VV,C-NN,C-NN,C-LC,R-VV
所,以,我,们,设,个,周,末,见,面,吧	C-AD,C-AD,C-PN,C-PN,S-VV,C-M,C-NT,C-NT,C-VV,C-VV,C-SP
所,以,李,先,生,可,以,的,话,请,帮,我,申,告,一,下	C-AD,C-AD,C-NR,C-NN,C-NN,C-VV,C-VV,C-DEC,C-NN,C-VV,C-VV,C-PN,S-VV,C-VV,C-CD,C-M
所,以,为,了,认,得,你	C-AD,C-AD,C-P,C-P,S-VV,C-VV,C-PN
所,以,真,要,跟,你,见,面	C-AD,C-AD,C-AD,M-VV,C-P,C-PN,C-VV,C-VV
所,以,认,得,各,国,的,文,化,与,习,俗,等,也,十,分,重,要,的	C-AD,C-AD,S-VV,C-VV,C-NN,C-NN,C-DEG,C-NN,C-NN,C-CC,C-NN,C-NN,C-ETC,C-AD,C-AD,C-AD,C-VA,C-VA,C-DEC
很,快,就,感,到,肚,子,不,适,、,全,身,无,力,、,生,出,冷,汗	C-AD,C-AD,C-AD,C-VV,C-VV,C-NN,C-NN,C-AD,C-VA,C-PU,C-NN,C-NN,C-VV,C-VV,C-PU,S-VV,C-VV,C-VV,C-VV
很,容,易,交,外,国,朋,友	C-AD,C-AD,C-AD,S-VV,C-NN,C-NN,C-NN,C-NN
很,爱,大,自,然,的,人,会,多,么,难,过,看,现,在,的,情,况	C-AD,C-VV,C-NN,C-NN,C-NN,C-DEC,C-NN,D-VV,C-AD,C-AD,C-AD,C-VV,C-VV,C-NT,C-NT,C-DEG,C-NN,C-NN
很,轻,松,地,跟,对,方,说,一,说,的,话	C-AD,C-VA,C-VA,C-DEV,C-P,C-PN,C-PN,S-VV,C-CD,C-VV,C-DEC,C-NN
故,我,和,家,人,这,次,突,然,非,自,愿,地,饮,食,了,被,喷,农,药,的,食,品	C-NN,C-NN,C-CC,C-NN,C-NN,C-AD,C-AD,C-AD,C-AD,C-VC,C-VA,C-VA,C-DEC,S-NN,C-NN,C-AS,C-SB,C-VV,C-NN,C-NN,C-DEC,C-NN,C-NN
为,了,要,完,成,救,国,救,民,的,理,想,而,遇,过,十,次,的,失,败	C-P,C-P,C-VV,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-DEG,C-NN,C-NN,C-VV,S-VV,C-AS,C-CD,C-M,C-DEG,C-NN,C-NN
为,了,要,达,成,救,国,救,民,的,理,想,而,经,过,十,次,的,失,败	C-P,C-P,C-VV,S-VV,C-VV,C-VV,C-VV,C-VV,C-VV,C-DEC,C-NN,C-NN,C-MSP,C-VV,C-VV,C-CD,C-M,C-DEG,C-NN,C-NN
看,你,的,信,以,后,我,想,我,们,的,个,性,真,的,很,合,适	C-VV,M-PN,C-DEG,C-NN,C-LC,C-LC,C-PN,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN,C-JJ,C-DEG,C-AD,C-VA,C-VA
看,我,的,自,我,介,绍	S-VV,C-PN,C-DEG,C-PN,C-PN,C-NN,C-NN
要,赶,快,停,吃,这,里,卖,的,「,有,机,农,药,」	C-VV,C-AD,C-AD,S-VV,C-VV,C-PN,C-PN,C-VV,C-DEC,C-PU,C-JJ,C-JJ,C-NN,C-NN,C-PU
原,来,敷,设,铁,路,并,非,破,坏	C-AD,C-AD,S-VV,C-VV,C-NN,C-NN,C-AD,C-AD,C-VV,C-VV
家,长,也,不,应,该,让,小,孩,子,乱,用,网,路,游,戏	C-NN,C-NN,C-AD,C-AD,C-VV,C-VV,C-VV,C-NN,C-NN,C-NN,S-VV,C-VV,C-NN,C-NN,C-NN,C-NN
容,易,被,歹,徒,上,当	C-AD,C-AD,C-LB,C-NN,C-NN,S-LC,C-VV
拿,到,奖,学,金,以,后,我,还,得,得,到,不,少,钱	C-VV,C-VV,C-NN,C-NN,C-NN,C-LC,C-LC,C-PN,C-AD,C-AD,S-VV,C-VV,C-AD,C-VV,C-VV
能,认,识,具,有,跟,自,己,一,样,的,兴,趣,的,人,的,机,率,并,不,高	C-VV,C-VV,C-VV,S-VV,C-VV,C-P,C-PN,C-PN,C-VA,C-VA,C-DEC,C-NN,C-NN,C-DEC,C-NN,C-DEG,C-NN,C-NN,C-AD,C-AD,C-VA
做,坏,事,的,人,一,定,会,收,到,不,好,的,结,果	C-VV,C-NN,C-NN,C-DEC,C-NN,C-AD,C-AD,C-VV,S-VV,C-VV,C-VV,C-VV,C-DEC,C-NN,C-NN
常,常,变,成,不,爱,说,话	C-AD,C-AD,S-VV,C-VV,C-VV,C-VV,C-VV,C-VV
现,在,我,作,工,了	C-NT,C-NT,C-PN,D-VV,C-VV,C-AS
第,一,件,事,是,我,当,天,要,帮,我,的,同,事,代,替	C-OD,C-OD,C-M,C-NN,C-VC,C-PN,C-NT,C-NT,C-VV,C-VV,C-PN,C-DEG,C-NN,C-NN,S-VV,C-VV
这,是,因,文,化,不,同,而,发,现,的,事	C-PN,C-VC,C-P,C-NN,C-NN,C-VA,C-VA,C-MSP,S-VV,C-VV,C-DEC,C-NN
这,样,让,你,看,新,认,识,的,人,个,性	C-AD,C-AD,C-VV,C-PN,S-VV,C-JJ,C-NN,C-NN,C-DEC,C-NN,C-M,C-NN
喝,咖,啡,以,后,我,们,可,以,去,士,林,夜,市,吃,冰,淇,淋	C-VV,M-NN,C-NN,C-LC,C-LC,C-PN,C-PN,C-VV,C-VV,C-VV,C-NR,C-NR,C-NN,C-NN,C-VV,C-NN,C-NN,C-NN
提,前,经,验,社,会,是,个,不,错,的,方,法	C-AD,C-AD,S-NN,C-NN,C-NN,C-NN,C-VC,C-M,C-JJ,C-JJ,C-DEG,C-NN,C-NN
然,后,我,们,可,以,去,咖,啡,座,椅,坐,谈,一,谈	C-AD,C-AD,C-PN,C-PN,C-VV,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,S-VV,C-VV,C-CD,C-VV
著,急,不,会,做,出,好,主,意	C-NN,C-NN,C-AD,C-VV,S-VV,C-VV,C-NN,C-NN,C-NN
进,食,农,药	S-VV,C-VV,C-NN,C-NN
当,天,跟,你,一,起,出,吃,饭	C-NT,C-NT,C-P,C-PN,C-AD,C-AD,C-VV,M-VV,C-VV
经,过,打,工,的,经,验	S-P,C-P,C-VV,C-VV,C-DEC,C-NN,C-NN
慢,慢,消,失,联,系,就,好	C-AD,C-AD,S-VV,C-VV,C-NN,C-NN,C-AD,C-VA
请,你,教,我,最,好,吃,的,夜,市,在,哪,里	C-VV,C-PN,S-VV,C-PN,C-AD,C-VA,C-VA,C-DEC,C-NN,C-NN,C-VV,C-PN,C-PN
请,发,表,这,个,消,息	C-VV,S-VV,C-VV,C-DT,C-DT,C-NN,C-NN
请,帮,我,申,告,一,下	C-VV,C-VV,C-PN,S-VV,C-VV,C-CD,C-M
谁,说,要,跟,我,买,这,样,的,东,西	C-PN,C-VV,C-VV,S-P,C-PN,C-VV,C-JJ,C-JJ,C-DEG,C-NN,C-NN
学,生,要,多,努,力,才,可,以,拿,的	C-NN,C-NN,C-VV,C-AD,C-VV,C-VV,C-AD,C-VV,C-VV,S-VV,C-SP
应,该,是,会,继,续,跟,你,卖,傻	C-VV,C-VV,C-VC,C-VV,C-VV,C-VV,C-P,C-PN,S-VV,C-VV
检,查,结,果,医,院,报,告,我,们,吃,的,有,机,蔬,菜,里,面,有,农,药	C-NN,C-NN,C-NN,C-NN,C-NN,C-NN,S-VV,C-VV,C-PN,C-PN,C-VV,C-DEC,C-JJ,C-JJ,C-NN,C-NN,C-NN,C-NN,C-VE,C-NN,C-NN
总,会,有,一,天,把,握,中,国,文,化	C-NN,C-NN,C-VE,C-CD,C-M,S-VV,C-VV,C-NR,C-NR,C-NN,C-NN
还,有,我,得,更,进,步,我,的,中,文	C-AD,C-AD,C-PN,C-VV,C-AD,S-VV,C-VV,C-PN,C-DEG,C-NN,C-NN
虽,然,没,有,尊,重,规,定,的,农,人,不,对	C-CS,C-CS,C-AD,C-AD,S-VV,C-VV,C-NN,C-NN,C-DEG,C-NN,C-NN,C-NN,C-NN
继,续,两,个,月,之,后	S-VV,C-VV,C-CD,C-M,C-NN,C-LC,C-LC
还,有,他,们,常,常,寄,我,的,东,西	C-AD,C-AD,C-PN,C-PN,C-AD,C-AD,C-VV,S-PN,C-DEG,C-NN,C-NN
她,赚,来,的,钱,都,送,给,我,帮,忙,付,学,费	C-PN,C-VV,C-VV,C-DEC,C-NN,C-AD,S-VV,C-VV,C-PN,C-VV,C-VV,C-VV,C-NN,C-NN
每,天,在,饮,食,方,面,花,大,力,气,的,后,果	C-AD,C-AD,C-P,C-NN,C-NN,C-NN,C-NN,S-VV,C-JJ,C-NN,C-NN,C-DEG,C-NN,C-NN
非,常,想,知,道,你,到,底,像,什,么	C-AD,C-AD,C-VV,C-VV,C-VV,C-PN,C-AD,C-AD,S-VV,C-PN,C-PN
让,我,最,讨,厌,的,不,是,他,说,话,不,练	C-VV,C-PN,C-AD,C-VV,C-VV,C-DEC,C-AD,C-VC,C-PN,S-VV,C-VV,C-AD,C-VV
只,要,知,道,你,自,己,很,能,力	C-AD,C-VV,C-VV,C-VV,C-PN,C-PN,C-PN,S-AD,C-NN,C-NN
我,们,遇,到,困,难,时,会,引,起,一,样,的,反,应	C-PN,C-PN,C-VV,C-VV,C-NN,C-NN,C-LC,C-VV,S-VV,C-VV,C-VA,C-VA,C-DEC,C-NN,C-NN
我,家,人,是,爸,爸	C-PN,C-NN,C-NN,S-VC,C-NN,C-NN
就,能,找,到,具,有,跟,自,己,一,样,兴,趣,的,人,的,部,落,格	C-AD,C-VV,C-VV,C-VV,R-VV,C-VV,C-P,C-PN,C-PN,C-AD,C-AD,C-VV,C-VV,C-DEC,C-NN,C-DEG,C-NN,C-NN,C-NN
我,晚,上,两,点,就,回,到,家,了	C-PN,C-NT,C-NT,C-CD,C-M,S-AD,C-VV,C-VV,C-NN,C-NN
我,晚,上,两,点,就,回,到,家,了	C-PN,C-NT,C-NT,C-CD,C-M,S-AD,C-VV,C-VV,C-NN,C-NN
据,她,说,话	C-P,C-PN,S-VV,C-VV
一,定,我,很,喜,欢,那,个,地,方	D-AD,C-AD,C-PN,C-AD,C-VV,C-VV,C-DT,C-DT,C-NN,C-NN
我,为,你,很,高,兴	C-PN,D-P,C-PN,C-AD,C-VA,C-VA
我,为,你,真,高,兴	C-PN,D-P,C-PN,C-AD,C-VA,C-VA
我,们,从,学,校,坐,公,车,到,一,间,饭,馆,儿,一,起,去	C-PN,C-PN,C-P,C-NN,C-NN,D-VV,C-NN,C-NN,C-VV,C-CD,C-M,C-NN,C-NN,C-NN,C-AD,C-AD,C-VV
我,问,他,可,以,不,可,以,开,车,一,起,去,火,车,站	C-PN,C-VV,C-PN,C-VV,C-VV,C-AD,C-VV,C-VV,D-VV,C-VV,C-AD,C-AD,C-VV,C-NN,C-NN,C-NN
我,替,你,很,高,兴	C-PN,D-P,C-PN,C-AD,C-VA,C-VA
我,会,跟,她,一,起,再,约,会	C-PN,C-VV,D-P,C-PN,C-AD,C-AD,C-AD,C-VV,C-VV
所,以,我,要,请,你,吃,饭,一,起	C-AD,C-AD,C-PN,C-VV,C-VV,C-PN,D-VV,C-VV,C-CD,C-M
我,当,然,去,了,看,医,生	C-PN,C-AD,C-AD,C-VV,D-AS,C-VV,C-VV,C-VV
大,明,要,说,给,他,知,道,他,很,喜,欢,她	C-NR,C-NR,D-VV,C-VV,C-P,C-PN,C-VV,C-VV,C-PN,C-AD,C-VV,C-VV,C-PN
天,气,那,里,不,怎,么,好	D-NN,C-NN,C-PN,C-PN,C-AD,C-AD,C-AD,C-VA
可,是,我,买,不,到,在,这,里	C-AD,C-AD,C-PN,D-VV,C-AD,C-VV,C-P,C-PN,C-PN
可,是,高,山,到,了,很,热	C-AD,C-AD,D-NN,C-NN,C-VV,C-AS,C-AD,C-VA
因,为,我,长,大,在,山,上	C-P,C-P,C-PN,D-VV,C-VV,C-P,C-NN,C-NN
如,果,我,买,那,件,衣,服,在,日,本	C-CS,C-CS,C-PN,D-VV,C-JJ,C-JJ,C-NN,C-NN,C-P,C-NR,C-NR
我,在,大,学,附,近,知,道,几,家,很,好,的,餐,馆	C-PN,D-P,C-NN,C-NN,C-NN,C-NN,C-VV,C-VV,C-CD,C-M,C-AD,C-VA,C-DEC,C-NN,C-NN
我,那,个,地,方,很,喜,欢	C-PN,D-DT,C-DT,C-NN,C-NN,C-AD,C-VV,C-VV
我,长,大,在,安,卡,拉	C-PN,D-VV,C-VV,C-P,C-NR,C-NR,C-NR
所,以,他,叫,车,在,路,上,帮,他,一,个,忙	C-AD,C-AD,C-PN,D-VV,C-NN,C-P,C-NN,C-NN,C-VV,C-PN,C-CD,C-CD,C-VA
明,天,下,课,后,请,你,等,我,在,学,校,大,门,口	C-NT,C-NT,C-AD,C-AD,C-AD,C-VV,C-PN,D-VV,C-PN,C-P,C-NN,C-NN,C-NN,C-NN,C-NN
很,多,朋,友,也,那,里,住	C-CD,C-CD,C-NN,C-NN,C-AD,D-PN,C-PN,C-VV
我,今,年,第,一,次,去,一,个,人,野,餐	C-PN,C-NT,C-NT,C-OD,C-OD,C-M,D-VV,C-CD,C-CD,C-NN,C-VV,C-VV
他,们,说,那,个,电,影,想,看	C-PN,C-PN,C-VV,D-DT,C-DT,C-NN,C-NN,C-VV,C-VV
可,是,那,里,还,没,去,过	C-AD,C-AD,D-PN,C-PN,C-AD,C-AD,C-VV,C-AS
生,日,会,开,始,在,下,个,周,末,礼,拜,六,晚,五,点,半,在,我,们,的,家	C-NN,C-NN,C-VV,D-VV,C-VV,C-VV,C-VV,C-M,C-NT,C-NT,C-NT,C-NT,C-NT,C-NT,C-NT,C-NT,C-NT,C-P,C-PN,C-PN,C-DEG,C-NN
我,的,老,师,说,对,我,们	C-PN,C-DEG,C-NN,C-NN,D-VV,C-P,C-PN,C-PN
可,是,什,么,买	C-AD,C-AD,D-PN,C-PN,C-VV
我,要,带,你,去,在,同,安,街,的,我,常,常,去,的,餐,厅	C-PN,C-VV,C-VV,C-PN,C-VV,D-P,C-NR,C-NR,C-NN,C-DEG,C-PN,C-AD,C-AD,C-VV,C-DEC,C-NN,C-NN
所,以,要,是,你,麻,烦,帮,我,忙	C-AD,C-AD,C-VV,C-VC,D-PN,C-NN,C-NN,C-VV,C-PN,C-VA
他,走,路,太,多	C-PN,C-VV,D-VV,C-AD,C-VA
今,天,早,上,我,起,床,六,点,半	C-NT,C-NT,C-NT,C-NT,C-PN,D-VV,C-VV,C-NT,C-NT,C-NT
他,平,常,起,床,七,点,钟	C-PN,C-AD,C-AD,D-VV,C-VV,C-NT,C-NT,C-NT
可,是,上,课,开,始,七,点,半	C-AD,C-AD,C-VV,C-VV,D-VV,C-VV,C-NT,C-NT,C-CD
可,是,我,得,准,备,早,一,点,儿	C-AD,C-AD,C-PN,C-VV,D-VV,C-VV,C-VA,C-AD,C-AD,C-AD
她,回,家,七,点	C-PN,D-VV,C-VV,C-NT,C-NT
我,不,喜,欢,起,床,这,么,早	C-PN,C-AD,C-VV,C-VV,D-VV,C-VV,C-AD,C-AD,C-VA
我,们,要,六,点,晚,上,开,始	C-PN,C-PN,C-VV,D-NT,C-NT,C-NT,C-NT,C-VV,C-VV
我,会,接,妳,六,点,半	C-PN,C-VV,D-VV,C-VV,C-NT,C-NT,C-NT
到,了,五,点,半,火,车,站	D-VV,C-AS,C-NR,C-NR,C-NR,C-NN,C-NN,C-NN
张,爱,文,今,天,起,床,六,点,半	C-NR,C-NN,C-NN,C-NT,C-NT,D-VV,C-VV,C-NT,C-NT,C-NT
张,爱,文,起,床,每,天,六,点,半	C-NR,C-NN,C-NN,D-VV,C-VV,C-AD,C-AD,C-NT,C-NT,C-NT
他,就,停,车,了,帮,我	C-PN,C-AD,C-VV,D-VV,C-AS,C-VV,C-PN
也,需,要,六,点,钟,头,到,公,车,站	D-AD,C-VV,C-VV,C-NT,C-NT,C-NN,C-NN,C-VV,C-NN,C-NN,C-NN
他,开,车,去,市,区,送,李,台,生	C-PN,C-VV,C-VV,D-VV,C-NN,C-NN,C-VV,C-NR,C-NN,C-NN
我,要,到,车,站,送,你	C-PN,C-VV,D-VV,C-NN,C-NN,C-VV,C-PN
我,就,到,学,校,坐,公,车,去	C-PN,C-AD,D-VV,C-NN,C-NN,C-VV,C-NN,C-NN,C-VV
李,台,生,决,定,到,树,林,走,路,去	C-NR,C-NN,C-NN,C-VV,C-VV,D-VV,C-NN,C-NN,C-VV,C-VV,C-VV
一,下,子,跟,她,沟,通,后	D-AD,C-AD,C-AD,C-P,C-PN,C-VV,C-VV,C-LC
父,母,都,也,爱,他,们,的,孩,子	C-NN,C-NN,D-AD,C-AD,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN
他,帮,我,真,不,少,忙	C-PN,D-VV,C-PN,C-AD,C-AD,C-VV,C-VA
可,是,我,觉,得,才,是,爸,爸,聪,明	C-AD,C-AD,C-PN,C-VV,C-VV,D-AD,C-VC,C-NN,C-NN,C-VA,C-VA
因,为,在,生,活,上,有,很,少,机,会,体,验,这,样,的,事,情	C-P,C-P,C-P,C-NN,C-NN,C-LC,D-VE,C-AD,C-JJ,C-NN,C-NN,C-VV,C-VV,C-JJ,C-JJ,C-DEG,C-NN,C-NN
因,为,我,只,是,想,运,气,不,好	C-P,C-P,C-PN,D-AD,C-VC,C-VV,C-NN,C-NN,C-VV,C-VV
而,且,这,样,大,家,都,也,会,很,快,乐	C-AD,C-AD,C-AD,C-AD,C-PN,C-PN,D-AD,C-AD,C-VV,C-AD,C-VA,C-VA
希,望,这,个,周,末,来,快,一,点,儿	C-VV,C-VV,C-DT,C-DT,C-NT,C-NT,D-LC,C-AD,C-AD,C-AD,C-AD
我,希,望,赶,快,可,以,让,我,的,中,文,更,好	C-PN,C-VV,C-VV,D-AD,C-AD,C-VV,C-VV,C-VV,C-PN,C-DEG,C-NN,C-NN,C-AD,C-VA
我,非,常,兴,奋,能,终,于,跟,你,见,面	C-PN,C-AD,C-AD,C-VA,C-VA,D-VV,C-AD,C-AD,C-P,C-PN,C-VV,C-VV
我,很,高,兴,我,们,终,于,这,个,周,末,能,见,面,了	C-PN,C-AD,C-VA,C-VA,D-PN,C-PN,C-AD,C-AD,C-DT,C-DT,C-NT,C-NT,C-VV,C-VV,C-VV,C-SP
我,们,先,可,以,搭,捷,运,到,淡,水	C-PN,C-PN,D-AD,C-VV,C-VV,C-VV,C-NN,C-NN,C-VV,C-NR,C-NR
我,们,先,要,去,逛,一,逛,台,北,车,站,附,近	C-PN,C-PN,D-AD,C-VV,C-VV,C-VV,C-CD,C-VV,C-NR,C-NR,C-NN,C-NN,C-NN,C-NN
我,们,从,十,岁,开,始,就,写,信	C-PN,C-PN,C-P,C-CD,C-M,D-LC,C-LC,C-AD,C-VV,C-VV
我,从,菲,律,宾,刚,回,来	C-PN,D-P,C-NR,C-NR,C-NR,C-AD,C-VV,C-VV
我,想,先,每,个,人,要,选,自,己,国,家,的,歌	C-PN,C-VV,D-AD,C-DT,C-DT,C-NN,C-VV,C-VV,C-PN,C-PN,C-NN,C-NN,C-DEG,C-NN
我,对,她,很,容,易,生,气	C-PN,D-P,C-PN,C-AD,C-AD,C-AD,C-VV,C-VV
没,办,法,我,的,英,文,那,么,好	D-VE,C-NN,C-NN,C-PN,C-DEG,C-NN,C-NN,C-AD,C-AD,C-VA
居,然,她,哭,了,起,来,了	D-AD,C-AD,C-PN,C-VV,C-AS,C-VV,C-VV,C-SP
幸,亏,那,时,候,忽,然,我,们,碰,到,一,个,美,国,人	C-AD,C-AD,C-DT,C-NN,C-NN,D-AD,C-AD,C-PN,C-PN,C-VV,C-VV,C-CD,C-CD,C-NR,C-NR,C-NN
真,的,是,让,人,去,了,再,想,去,一,趟	C-AD,C-AD,C-VC,C-VV,C-NN,C-VV,C-AS,D-AD,C-VV,C-VV,C-CD,C-M
然,后,我,们,再,练,习,在,一,起	C-AD,C-AD,C-PN,C-PN,D-AD,C-VV,C-VV,C-VV,C-AD,C-AD
当,然,我,会,一,定,开,心	C-AD,C-AD,C-PN,D-VV,C-AD,C-AD,C-VA,C-VA
虽,然,我,亲,眼,只,看,过,一,场,很,短,的,相,声	C-CS,C-CS,C-PN,D-AD,C-AD,C-AD,C-VV,C-AS,C-CD,C-M,C-AD,C-JJ,C-DEG,C-NN,C-NN
已,开,学,了,三,个,月	C-AD,C-VV,C-VV,D-AS,C-CD,C-M,C-NN
所,以,她,很,了,解,怎,么,要,管,小,孩,子	C-AD,C-AD,C-PN,C-AD,C-VV,C-VV,D-AD,C-AD,C-VV,C-VV,C-NN,C-NN,C-NN
会,一,定,很,刺,激	D-VV,C-AD,C-AD,C-AD,C-VA,C-VA
应,该,我,看,起,来,很,好,笑,吧	D-VV,C-VV,C-PN,C-VV,C-VV,C-VV,C-AD,C-VA,C-VV,C-SP
我,们,一,般,来,说,能,从,那,个,捷,运,站,走,路,或,者,坐,公,车	D-PN,C-PN,C-AD,C-AD,C-AD,C-AD,C-VV,C-P,C-DT,C-DT,C-NN,C-NN,C-VV,C-VV,C-VV,C-CC,C-CC,C-VV,C-NN,C-NN
你,都,会,做,这,样,子	C-PN,C-AD,C-VV,D-VV,C-DT,C-NN,C-NN
他,是,一,�,�,我,的,同,事	C-PN,C-VC,D-CD,C-CD,C-CD,C-PN,C-DEG,C-NN,C-NN
但,是,我,想,我,最,需,要,感,谢,的,是,我,的,父,母,两,个	C-AD,C-AD,C-PN,C-VV,C-PN,C-AD,C-VV,C-VV,C-VV,C-VV,C-DEC,C-VC,C-PN,C-DEG,D-NN,C-NN,C-CD,C-M
别,放,垃,圾,在,下,面	C-AD,D-VV,C-NN,C-NN,C-VV,C-NN,C-NN
我,不,会,有,这,么,好,玩,与,难,忘,的,暑,假,在,台,湾	D-PN,C-AD,C-VV,C-VE,C-JJ,C-JJ,C-NN,C-NN,C-CC,C-VA,C-VA,C-DEC,C-NN,C-NN,C-P,C-NR,C-NR
我,问,人,在,路,上	C-PN,D-VV,C-VV,C-P,C-NN,C-NN
我,现,在,已,经,回,来,了,台,北	C-PN,C-NT,C-NT,C-AD,C-AD,C-VV,D-VV,C-AS,C-NR,C-NR
我,碰,到,的,事,情,在,这,两,个,地,方	C-PN,D-VV,C-VV,C-DEC,C-NN,C-NN,C-P,C-DT,C-CD,C-M,C-NN,C-NN
看,到,在,路,上,有,两,个,小,孩,子,坐,著	C-VV,C-VV,D-P,C-NN,C-NN,C-VE,C-CD,C-M,C-NN,C-NN,C-NN,C-VV,C-AS
我,希,望,我,们,的,班,会,成,功,表,演	C-PN,C-VV,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN,D-AD,C-AD,C-VV,C-VV
我,想,跟,你,说,有,一,些,事,情	C-PN,D-VV,C-P,C-PN,C-VV,C-VE,C-CD,C-CD,C-NN,C-NN
因,为,他,很,多,年,病,了	C-P,C-P,C-PN,D-AD,C-AD,C-AD,C-VV,C-AS
所,以,我,们,吃,不,了,有,些,东,西,了	C-AD,C-AD,D-PN,C-PN,C-VV,C-AD,C-VV,C-DT,C-DT,C-NN,C-NN,C-SP
他,打,给,我,电,话	C-PN,C-VV,D-VV,C-PN,C-NN,C-NN
因,此,我,会,先,订,位,在,台,北,车,站,附,近,最,时,尚,的,日,本,料,理,餐,厅	C-AD,C-AD,C-PN,C-VV,C-AD,D-VV,C-VV,C-P,C-NR,C-NR,C-NN,C-NN,C-NN,C-NN,C-AD,C-VA,C-VA,C-DEC,C-NR,C-NR,C-NN,C-NN,C-NN,C-NN
我,们,认,为,如,果,每,个,同,学,唱,自,己,的,部,分,用,母,语	C-PN,C-PN,C-VV,C-VV,C-CS,C-CS,C-DT,C-DT,C-P,C-VV,D-VV,C-PN,C-PN,C-DEG,C-NN,C-NN,C-VV,C-NN,C-NN
我,确,信,你,也,很,高,兴,跟,我,一,样	C-PN,C-VV,C-VV,C-PN,C-AD,D-AD,C-VA,C-VA,C-P,C-PN,C-VA,C-VA
我,觉,得,我,还,是,没,有,信,心,对,自,己,的,中,文	C-PN,C-VV,C-VV,C-PN,C-AD,C-AD,D-VE,C-VE,C-NN,C-NN,C-P,C-PN,C-PN,C-DEG,C-NN,C-NN
真,希,望,我,们,能,够,愉,快,在,这,段,时,间,在,一,起	C-AD,C-VV,C-VV,C-PN,C-PN,D-VV,C-VV,C-VA,C-VA,C-P,C-DT,C-M,C-NN,C-NN,C-VV,C-AD,C-AD
跟,他,我,们,一,起,去,了,北,京,特,别,的,地,方	D-P,C-PN,C-PN,C-PN,C-AD,C-AD,C-VV,C-AS,C-NR,C-NR,C-JJ,C-JJ,C-DEG,C-NN,C-NN
关,于,我,的,看,法,告,诉,你	D-P,C-P,C-PN,C-DEG,C-NN,C-NN,C-VV,C-VV,C-PN
你,什,么,要,玩	C-PN,D-PN,C-PN,C-VV,C-VV
希,望,我,们,的,计,划,要,见,面,没,有,甚,么,问,题	C-VV,C-VV,C-PN,C-PN,D-DEG,C-NN,C-NN,C-VV,C-VV,C-VV,C-VE,C-VE,C-DT,C-DT,C-NN,C-NN
我,觉,得,这,次,晚,会,对,您,也,是,很,好,的,机,会,在,舞,台,上,唱,歌	C-PN,C-VV,C-VV,C-AD,C-AD,C-NN,C-NN,C-P,C-PN,C-AD,C-VC,C-AD,C-VA,D-DEC,C-NN,C-NN,C-P,C-NN,C-NN,C-LC,C-VV,C-VV
现,在,我,们,在,写,一,个,故,事,跟,圣,诞,老,人,有,关,系,的	C-NT,C-NT,C-PN,C-PN,C-P,C-VV,C-CD,C-CD,D-NN,C-NN,C-P,C-NR,C-NR,C-NR,C-NR,C-VE,C-NN,C-NN,C-SP
可,是,幸,亏,只,有,一,天,就,过,去,了,台,风	C-AD,C-AD,C-AD,C-AD,C-AD,C-VE,C-CD,C-M,D-AD,C-VV,C-VV,C-AS,C-NN,C-NN
如,果,找,不,到,或,者,发,生,有,事,的,话	C-CS,C-CS,C-VV,C-AD,C-VV,C-CC,C-CC,D-VV,C-VV,C-NN,C-NN,C-DEG,C-NN
所,以,我,们,买,了,一,个,人,三,件,衣,服	C-AD,C-AD,C-PN,C-PN,D-VV,C-AS,C-CD,C-CD,C-NN,C-NN,C-NN,C-NN,C-NN
就,没,办,法,我,上,大,学,了	D-AD,C-VE,C-NN,C-NN,C-PN,C-VV,C-NN,C-NN,C-SP
有,一,家,做,非,常,好,吃,的,馒,头	C-VE,C-CD,C-M,C-VV,D-AD,C-AD,C-VA,C-VA,C-DEC,C-NN,C-NN
我,们,要,用,多,一,点,时,间,读,书	C-PN,C-PN,C-VV,D-P,C-CD,C-CD,C-M,C-NN,C-NN,C-VV,C-VV
这,样,真,的,是,个,好,纾,解,压,力,的,方,式	C-AD,C-AD,C-AD,C-AD,C-VC,C-M,D-JJ,C-VV,C-VV,C-NN,C-NN,C-DEC,C-NN,C-NN
他,已,经,三,年,住,在,医,院	C-PN,C-AD,C-AD,D-CD,C-M,C-VV,C-P,C-NN,C-NN
他,们,已,经,三,次,来,台,湾	C-PN,C-PN,C-AD,C-AD,D-CD,C-M,C-VV,C-NR,C-NR
